"ResultsId","ExpId","1-Finished","1-FinishGain","1-MaxDuration","1-PotentialGain","1-RequiredAccuracy","1-StartGain","2-Finished","2-FinishGain","2-MaxDuration","2-PotentialGain","2-RequiredAccuracy","2-StartGain","3-1-1-Block","3-1-1-Brightness","3-1-1-CorrectResponse","3-1-1-IsCorrect","3-1-1-Order","3-1-1-Response","3-1-1-StartCorrect","3-1-1-StartDuration","3-1-1-Time","3-1-2-Block","3-1-2-Brightness","3-1-2-CorrectResponse","3-1-2-IsCorrect","3-1-2-Order","3-1-2-Response","3-1-2-StartCorrect","3-1-2-StartDuration","3-1-2-Time","3-1-3-Block","3-1-3-Brightness","3-1-3-CorrectResponse","3-1-3-IsCorrect","3-1-3-Order","3-1-3-Response","3-1-3-StartCorrect","3-1-3-StartDuration","3-1-3-Time","3-1-4-Block","3-1-4-Brightness","3-1-4-CorrectResponse","3-1-4-IsCorrect","3-1-4-Order","3-1-4-Response","3-1-4-StartCorrect","3-1-4-StartDuration","3-1-4-Time","3-1-5-Block","3-1-5-Brightness","3-1-5-CorrectResponse","3-1-5-IsCorrect","3-1-5-Order","3-1-5-Response","3-1-5-StartCorrect","3-1-5-StartDuration","3-1-5-Time","3-1-6-Block","3-1-6-Brightness","3-1-6-CorrectResponse","3-1-6-IsCorrect","3-1-6-Order","3-1-6-Response","3-1-6-StartCorrect","3-1-6-StartDuration","3-1-6-Time","3-1-7-Block","3-1-7-Brightness","3-1-7-CorrectResponse","3-1-7-IsCorrect","3-1-7-Order","3-1-7-Response","3-1-7-StartCorrect","3-1-7-StartDuration","3-1-7-Time","3-1-8-Block","3-1-8-Brightness","3-1-8-CorrectResponse","3-1-8-IsCorrect","3-1-8-Order","3-1-8-Response","3-1-8-StartCorrect","3-1-8-StartDuration","3-1-8-Time","3-Finished","3-FinishGain","3-MaxDuration","3-PotentialGain","3-RequiredAccuracy","3-StartGain","4-Finished","4-MaxDuration","4-PotentialGain","4-RequiredAccuracy","4-StartGain","age","blockorder","condition","country","finished","gainfinish","gainstart","gender","source","stage","started","Stats-Blank-Average","Stats-Blank-Max","Stats-Blank-Min","Stats-Blank-Stdev","subjectid","Tag","UserAgent","UpdatedIP","CreatedIP","Updated","Created",
"11281","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","2","3638.522926326339","659","3","0.44","2","1","3","2","1","1447.540733527887","1529","3","0.46","2","0","2","1","1","791.6302587412647","638","3","0.48","2","0","4","1","2","2982.612451539717","649","3","0.52","1","1","1","1","0","0","786","3","0.54","1","1","8","1","5","5509.859509730639","726","3","0.56","1","1","7","1","4","4923.403959350937","570","3","0.68","1","1","6","1","3","4306.0352309874725","612","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","2","Australia","1","0","0","female","firstyear","1","1","502.32","514.74","500.38","4.7","1197","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.58","10.16.97.58","16-05-2018 15:01:58","16-05-2018 15:00:42",
"11290","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","4","2","3","2383.285255431445","545","3","0.44","2","1","3","2","2","1765.5035525823914","605","3","0.46","2","1","6","2","5","3408.1040902405366","500","3","0.48","2","1","7","2","6","3916.42656939452","526","3","0.52","1","0","8","2","7","4450.789142917769","605","3","0.54","1","1","2","1","1","1024.8600402644515","734","3","0.56","1","1","1","1","0","0","1018","3","0.68","1","1","5","1","4","2933.964897043348","466","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","1","Australia","1","0","0","female","community","1","1","502.06","512.78","500.42","4.05","1199","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.79","10.16.97.79","16-05-2018 16:00:40","16-05-2018 15:58:27",
"11291","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","3","2","1","2319.7686413935735","673","3","0.44","2","1","8","2","4","6785.947115527917","622","3","0.46","2","0","2","1","1","1601.8626051105384","704","3","0.48","2","1","4","2","2","3006.320513262617","1074","3","0.52","1","0","6","2","3","5027.4340902090335","1115","3","0.54","1","1","1","1","0","0","1588","3","0.56","1","0","5","2","3","4091.2850677727983","931","3","0.68","1","1","7","1","3","6147.126691397745","634","1","0","0","0","0","0","0","0","0","0","0","19","[1,2,3,4]","2","Australia","1","0","0","female","community","1","1","502.46","516.16","500.42","5.18","1200","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.255","10.16.96.255","16-05-2018 16:01:16","16-05-2018 15:59:48",
"11300","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","4","2","2","4145.884304399115","787","3","0.44","2","1","5","2","3","4947.158809962719","1559","3","0.46","2","0","1","1","0","0","2133","3","0.48","2","1","7","2","5","7335.998440621457","2600","3","0.52","1","1","2","1","0","2138.4804709463496","1082","3","0.54","1","1","6","1","4","6517.384908161483","814","3","0.56","1","1","8","1","6","9941.356144991812","868","3","0.68","1","1","3","1","1","3226.167751256915","908","1","0","0","0","0","0","0","0","0","0","0","18","[1,2,3,4]","2","Australia","1","0","0","male","firstyear","1","1","502.19","514.4","500.24","4.62","1201","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.58","10.16.97.58","17-05-2018 15:03:34","17-05-2018 15:02:08",
"11302","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","8","2","3","10423.835559352053","752","3","0.44","2","1","7","2","2","9689.194445507877","720","3","0.46","2","0","1","1","0","0","2204","3","0.48","2","1","6","2","1","8837.898125562016","835","3","0.52","1","0","3","2","0","5211.695971716137","1249","3","0.54","1","-1","2","-1","0","2208.84461431863","-1","3","0.56","1","0","5","2","1","7300.426169364844","1525","3","0.68","1","1","4","1","0","6465.7455742882885","827","1","0","0","0","0","0","0","0","0","0","0","18","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","502.51","516.71","500.37","5.37","1202","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.255","10.16.96.255","17-05-2018 15:06:17","17-05-2018 15:04:38",
"11310","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","7","2","3","8249.388055688701","697","3","0.44","2","0","4","1","2","5690.940652506819","1050","3","0.46","2","1","5","2","2","6745.670800846317","812","3","0.48","2","-1","2","-1","1","2086.8490420470625","-1","3","0.52","1","0","8","2","4","8952.235613171724","1002","3","0.54","1","1","1","1","0","0","2073","3","0.56","1","0","6","2","3","7563.522098963149","680","3","0.68","1","1","3","1","1","5089.876909768907","596","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","2","Australia","1","0","0","female","community","1","1","502.43","515.67","500.48","5","1203","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.222","10.16.97.222","17-05-2018 15:54:03","17-05-2018 15:51:56",
"11312","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","2","2","1","1017.891073721592","1175","3","0.44","2","1","7","2","6","5524.621303998938","755","3","0.46","2","1","5","2","4","3672.5265161721472","659","3","0.48","2","1","8","2","7","6292.3377657973615","570","3","0.52","1","1","3","1","2","2202.600095737027","788","3","0.54","1","1","1","1","0","0","1003","3","0.56","1","1","6","1","5","4339.9000080073165","1174","3","0.68","1","1","4","1","3","3003.6748869186995","665","1","0","0","0","0","0","0","0","0","0","0","25","[1,2,3,4]","1","Hong Kong","1","0","0","female","community","1","1","502.48","516.48","500.41","5.29","1204","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.211","10.16.96.211","17-05-2018 16:00:48","17-05-2018 15:58:41",
"11320","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","4","5731.704637044328","563","3","0.44","2","1","7","2","5","6300.185161481495","490","3","0.46","2","-1","1","-1","0","0","-1","3","0.48","2","1","2","2","0","3003.0135498694","893","3","0.52","1","1","8","1","6","6800.888576389916","499","3","0.54","1","1","5","1","3","5197.602018540696","524","3","0.56","1","1","3","1","1","3904.6880105018354","725","3","0.68","1","1","4","1","2","4641.353666027833","549","1","0","0","0","0","0","0","0","0","0","0","19","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","502.49","516.62","500.33","5.34","1205","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.255","10.16.96.255","18-05-2018 09:32:22","18-05-2018 09:30:53",
"11321","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","3","1","2","1953.6786524826311","598","3","0.44","2","1","4","2","2","2557.002616691767","491","3","0.46","2","0","7","1","4","4195.171774095972","944","3","0.48","2","1","6","2","3","3544.0041988638986","638","3","0.52","1","0","5","2","3","3057.7866890637233","469","3","0.54","1","1","2","1","1","1284.8301429799612","661","3","0.56","1","1","8","1","4","5146.354721004071","849","3","0.68","1","1","1","1","0","0","1275","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","2","Australia","1","0","0","female","firstyear","1","1","502.49","516.12","500.49","5.15","1206","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.58","10.16.97.58","18-05-2018 09:32:49","18-05-2018 09:31:12",
"11330","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","2","6108.609073730855","1062","3","0.44","2","1","6","2","3","7176.939096016853","792","3","0.46","2","1","4","2","1","5390.604515999687","709","3","0.48","2","-1","1","-1","0","0","-1","3","0.52","1","0","2","2","0","3002.996892349751","1196","3","0.54","1","0","8","2","5","8846.930545156763","911","3","0.56","1","1","7","1","4","7978.353699342857","853","3","0.68","1","1","3","1","0","4204.7749802885955","1177","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","502.49","516.52","500.42","5.3","1207","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.255","10.16.96.255","18-05-2018 09:59:55","18-05-2018 09:58:18",
"11331","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","5","3081.25338264741","586","3","0.44","2","1","1","2","0","0","884","3","0.46","2","1","8","2","7","4266.944798701064","664","3","0.48","2","1","5","2","4","2513.39090019626","556","3","0.52","1","1","2","1","1","889.0015301547974","485","3","0.54","1","1","4","1","3","1928.8320207979413","573","3","0.56","1","1","7","1","6","3682.46803800021","576","3","0.68","1","1","3","1","2","1390.1316120163246","534","1","0","0","0","0","0","0","0","0","0","0","19","[1,2,3,4]","2","Australia","1","0","0","female","firstyear","1","1","502.55","516.62","500.48","5.32","1208","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.79","10.16.97.79","18-05-2018 10:00:52","18-05-2018 09:59:24",
"11340","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","4","2513.7347134335796","441","3","0.44","2","0","2","1","1","658.1218436548079","446","3","0.46","2","1","5","2","3","2062.069443174012","446","3","0.48","2","1","4","2","2","1676.7928829703596","369","3","0.52","1","1","7","1","5","2965.635819171752","372","3","0.54","1","1","3","1","1","1109.1211051712161","553","3","0.56","1","1","1","1","0","0","651","3","0.68","1","0","8","2","6","3349.886918787546","403","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","2","Australia ","1","0","0","female","community","1","1","502.35","515.32","500.47","4.9","1209","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.222","10.16.97.222","18-05-2018 10:32:40","18-05-2018 10:31:29",
"11341","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","2","2","1","951.2139240498946","663","3","0.44","2","1","6","2","5","3611.7398107121407","640","3","0.46","2","0","8","1","7","4949.293633496003","677","3","0.48","2","1","3","2","2","1619.7956210011034","809","3","0.52","1","1","1","1","0","0","944","3","0.54","1","1","7","1","6","4263.021942921412","676","3","0.56","1","1","5","1","4","2977.239691187133","621","3","0.68","1","1","4","1","3","2439.574701377438","533","1","0","0","0","0","0","0","0","0","0","0","19","[1,2,3,4]","1","Australia","1","0","0","female","community","1","1","500.48","500.62","500.26","0.1","1210","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.255","10.16.96.255","18-05-2018 10:33:04","18-05-2018 10:31:58",
"11350","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","8","2","4","5281.845689323658","662","3","0.44","2","0","6","1","3","4019.9720854876213","614","3","0.46","2","0","2","1","1","1141.643355866785","661","3","0.48","2","1","4","2","2","2477.5292851056","828","3","0.52","1","0","5","2","3","3316.2201085018896","695","3","0.54","1","1","3","1","1","1810.086046367549","655","3","0.56","1","1","1","1","0","0","1134","3","0.68","1","1","7","1","3","4639.1514479192265","634","1","0","0","0","0","0","0","0","0","0","0","30","[1,2,3,4]","1","Australia","1","0","0","female","community","1","1","501.47","508.1","500.39","2.51","1211","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.97.79","10.16.97.79","18-05-2018 11:29:24","18-05-2018 11:28:05",
"11353","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","4","4973.330142103252","735","3","0.44","2","1","7","2","5","5712.954114670363","1549","3","0.46","2","1","8","2","6","7266.238305398379","843","3","0.48","2","1","4","2","3","3320.0575824152693","1047","3","0.52","1","1","2","1","1","1217.8651605931008","1360","3","0.54","1","0","5","2","4","4371.5141217775745","588","3","0.56","1","1","1","1","0","0","1206","3","0.68","1","1","3","1","2","2585.7979156474903","728","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","2","Australia","1","0","0","female","community","1","1","503.54","513.96","500.36","5.38","1212","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","10.16.96.255","10.16.96.255","18-05-2018 11:39:58","18-05-2018 11:38:50",
"11360","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","7","2","4","5366.4519999999975","861","3","0.44","2","0","6","1","4","4799.807999999997","555","3","0.46","2","0","5","1","4","4266.4960000000065","534","3","0.48","2","1","8","2","5","6233.083999999995","461","3","0.52","1","1","1","1","0","0","2280","3","0.54","1","1","2","1","1","2283.2419999999984","710","3","0.56","1","1","3","1","2","2999.8800000000047","605","3","0.68","1","1","4","1","3","3616.5220000000045","644","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","1","USA","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1213","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36","73.203.237.129","73.203.237.129","19-05-2018 08:24:25","19-05-2018 08:23:33",
"11361","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","4","8164.924000000028","1397","3","0.44","2","1","5","2","3","5576.854000000021","2573","3","0.46","2","1","4","2","2","4458.148000000016","1112","3","0.48","2","1","7","2","5","9567.450000000012","1233","3","0.52","1","0","1","2","0","0","2953","3","0.54","1","1","3","1","1","3706.780000000028","745","3","0.56","1","1","8","1","6","10803.058000000048","1103","3","0.68","1","1","2","1","0","2955.4340000000084","745","1","0","0","0","0","0","0","0","0","0","0","31","[1,2,3,4]","1","USA","1","0","0","male","mturk","1","1","500.91","500.93","500.88","0.02","1215","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","67.170.218.80","67.170.218.80","19-05-2018 08:26:41","19-05-2018 08:23:43",
"11363","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","3","2","2","1550.0080000000016","418","3","0.44","2","1","8","2","7","3866.75","403","3","0.46","2","1","5","2","4","2433.3680000000168","422","3","0.48","2","1","6","2","5","2866.7210000000196","524","3","0.52","1","1","4","1","3","1983.351999999999","449","3","0.54","1","1","1","1","0","0","1065","3","0.56","1","1","2","1","1","1066.6580000000104","478","3","0.68","1","1","7","1","6","3400.0679999999993","454","1","0","0","0","0","0","0","0","0","0","0","25","[1,2,3,4]","2","America","1","0","0","female","mturk","1","1","500.06","500.1","500.05","0.01","1214","Study 4b","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/66.0.3359.139 Chrome/66.0.3359.139 Safari/537.36","63.228.57.117","63.228.57.117","19-05-2018 08:27:22","19-05-2018 08:26:48",
"11368","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","7","2","5","3923.4879999999976","454","3","0.44","2","0","4","1","3","2203.607999999993","441","3","0.46","2","1","8","2","6","4390.919999999998","544","3","0.48","2","1","6","2","4","3439.3619999999937","478","3","0.52","1","1","3","1","2","1669.4000000000087","522","3","0.54","1","1","1","1","0","0","1199","3","0.56","1","1","2","1","1","1201.968000000008","465","3","0.68","1","1","5","1","3","2654.3459999999905","780","1","0","0","0","0","0","0","0","0","0","0","24","[1,2,3,4]","1","USA","1","0","0","female","mturk","1","1","500.82","500.82","500.82","0","1218","Study 4b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36","24.74.120.186","24.74.120.186","19-05-2018 08:36:05","19-05-2018 08:34:42",
"11371","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","4","1","1","4015.095000000001","1530","3","0.44","2","1","7","2","2","6014.118000000031","1764","3","0.46","2","0","6","1","2","5664.5410000000265","344","3","0.48","2","0","1","1","0","0","428","3","0.52","1","0","3","2","1","1149.7070000000094","2864","3","0.54","1","0","8","2","3","7780.151000000042","357","3","0.56","1","1","2","1","0","433.2490000000107","709","3","0.68","1","1","5","1","1","5547.892000000007","109","1","0","0","0","0","0","0","0","0","0","0","30","[1,2,3,4]","2","United States","1","0","0","male","mturk","1","1","512.43","516.66","500.15","6.9","1216","Study 4b","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","201.130.60.64","62.100.209.222","19-05-2018 08:46:40","19-05-2018 08:37:04",
"11372","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","8","2","4","4233.0350000000035","575","3","0.44","2","1","7","2","3","3733.0709999999963","503","3","0.46","2","1","5","2","2","2649.7880000000005","517","3","0.48","2","0","4","1","2","1983.1680000000051","656","3","0.52","1","1","2","1","0","666.5610000000015","696","3","0.54","1","0","6","2","3","3166.421000000002","558","3","0.56","1","0","1","2","0","0","659","3","0.68","1","1","3","1","1","1366.537000000004","602","1","0","0","0","0","0","0","0","0","0","0","42","[1,2,3,4]","2","US","1","0","0","male","mturk","1","1","516.39","516.57","515.38","0.38","1219","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","162.198.201.8","162.198.201.8","19-05-2018 08:40:30","19-05-2018 08:39:20",
"11387","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","4","2984.0439999999944","818","3","0.44","2","1","2","2","1","716.8819999999978","711","3","0.46","2","1","3","2","2","1433.7829999999958","738","3","0.48","2","1","7","2","6","4484.764999999992","827","3","0.52","1","0","8","2","7","5318.402999999991","1087","3","0.54","1","1","1","1","0","0","709","3","0.56","1","1","4","1","3","2183.979999999996","787","3","0.68","1","1","6","1","5","3801.0199999999895","671","1","0","0","0","0","0","0","0","0","0","0","55","[1,2,3,4]","1","United States","1","0","0","male","mturk","1","1","504.31","516.66","500.02","7.12","1221","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","24.209.229.22","24.209.229.22","19-05-2018 09:29:01","19-05-2018 09:28:02",
"11388","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","7","2","4","3949.7600000001257","609","3","0.44","2","1","2","2","0","849.9110000000801","655","3","0.46","2","0","1","1","0","0","848","3","0.48","2","1","3","2","1","1516.5390000002226","548","3","0.52","1","1","8","1","5","4566.402000000235","642","3","0.54","1","0","6","2","4","3349.77200000023","603","3","0.56","1","1","5","1","3","2683.150000000256","669","3","0.68","1","1","4","1","2","2066.528000000282","610","1","0","0","0","0","0","0","0","0","0","0","27","[1,2,3,4]","1","USA","1","0","0","male","mturk","1","1","502.15","516.63","500.06","5.47","1220","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","167.160.113.6","167.160.113.6","19-05-2018 09:29:05","19-05-2018 09:28:08",
"11393","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","3","3183.2869999999966","657","3","0.44","2","0","2","1","1","899.976999999999","608","3","0.46","2","1","6","2","4","3849.957999999984","582","3","0.48","2","1","7","2","5","4433.274999999994","589","3","0.52","1","0","8","2","6","5033.270999999993","1340","3","0.54","1","1","3","1","1","1516.6300000000047","822","3","0.56","1","1","1","1","0","0","885","3","0.68","1","1","4","1","2","2349.958999999988","829","1","0","0","0","0","0","0","0","0","0","0","39","[1,2,3,4]","2","United States of America","1","0","0","female","mturk","1","1","504.17","516.66","500.01","7.1","1222","Study 4b","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","68.102.77.174","68.102.77.174","19-05-2018 09:50:33","19-05-2018 09:49:02",
"11399","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","1","2","0","0","704","3","0.44","2","1","7","2","5","5033.132000000012","643","3","0.46","2","1","5","2","3","3433.196000000011","626","3","0.48","2","0","3","1","2","1616.601999999999","927","3","0.52","1","1","2","1","1","699.9720000000088","917","3","0.54","1","1","6","1","4","4049.8380000000034","992","3","0.56","1","1","4","1","2","2533.232000000018","899","3","0.68","1","1","8","1","6","5666.440000000017","675","1","0","0","0","0","0","0","0","0","0","0","42","[1,2,3,4]","1","United States","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1223","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36","35.133.17.222","35.133.17.222","19-05-2018 10:17:20","19-05-2018 10:15:17",
"11402","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","8","2","5","5416.450000000026","594","3","0.44","2","1","6","2","3","3983.1740000000136","721","3","0.46","2","1","7","2","4","4716.478000000017","691","3","0.48","2","0","1","1","0","0","900","3","0.52","1","0","3","2","1","1649.9340000000084","723","3","0.54","1","1","4","1","1","2383.238000000012","938","3","0.56","1","1","5","1","2","3333.2000000000116","650","3","0.68","1","1","2","1","0","899.9640000000072","743","1","0","0","0","0","0","0","0","0","0","0","35","[1,2,3,4]","2","USA","1","0","0","female","mturk","1","1","516.65","516.65","516.65","0","1224","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","67.143.176.42","67.143.176.42","19-05-2018 10:28:06","19-05-2018 10:26:45",
"11409","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","3","5141.977453566709","830","3","0.44","2","0","7","1","4","5972.933586010942","1066","3","0.46","2","1","4","2","2","3330.298430566909","830","3","0.48","2","1","3","2","1","2310.189038331795","997","3","0.52","1","0","5","2","3","4161.360821913171","961","3","0.54","1","0","2","2","1","1396.0806286656589","903","3","0.56","1","1","8","1","4","7053.285233710427","803","3","0.68","1","1","1","1","0","0","1395","1","0","0","0","0","0","","","","","","25","[1,2,3,4]","1","USA","0","","0","male","mturk","1","1","","","","","1225","Study 4b","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0","104.238.32.147","104.238.32.147","19-05-2018 11:00:05","19-05-2018 10:57:56",
"11416","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","3","1","1","1170.010999776423","538","3","0.44","2","1","6","2","3","2908.280000090599","663","3","0.46","2","1","5","2","2","2272.8959997184575","630","3","0.48","2","0","7","1","4","3576.7090003937483","630","3","0.52","1","1","2","1","0","534.5379998907447","629","3","0.54","1","0","1","2","0","0","535","3","0.56","1","1","8","1","4","4211.274000816047","478","3","0.68","1","1","4","1","1","1721.20299981907","539","1","0","0","0","0","0","0","0","0","0","0","39","[1,2,3,4]","2","United States","1","0","0","female","mturk","1","1","503.29","514.61","501.07","4.3","1228","Study 4b","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.189 Safari/537.36 Vivaldi/1.95.1077.60","76.79.129.50","76.79.129.50","21-05-2018 08:18:50","21-05-2018 08:17:45",
"11417","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","3","2","2","1599.809000000001","688","3","0.44","2","1","6","2","4","3649.7079999999987","593","3","0.46","2","0","5","1","4","2799.745999999999","845","3","0.48","2","1","7","2","5","4249.642999999996","607","3","0.52","1","1","2","1","1","766.5720000000001","828","3","0.54","1","1","1","1","0","0","764","3","0.56","1","1","8","1","6","4866.2409999999945","901","3","0.68","1","1","4","1","3","2299.797999999995","499","1","0","0","0","0","0","0","0","0","0","0","24","[1,2,3,4]","1","US","1","0","0","female","mturk","1","1","510.43","516.65","500.03","8.02","1229","Study 4b","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","35.200.13.151","35.200.13.151","21-05-2018 08:18:44","21-05-2018 08:17:48",
